model,effect_type,metric,value,task
FE+AR,tau_att,tau_ci_width_avg_over_cohorts,1.7093039667975518,placebo_te
GP-CP,tau_att,tau_ci_width_avg_over_cohorts,1.2715440376607527,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_avg_over_cohorts,1.9097099893777416,placebo_te
FE+AR,tau_att,tau_ci_width_std_over_cohorts,0.7268231549636297,placebo_te
GP-CP,tau_att,tau_ci_width_std_over_cohorts,0.6713608588255414,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_std_over_cohorts,1.2308127001106877,placebo_te
FE+AR,tau_att,att_avg_over_t,0.8389352055913343,placebo_te
GP-CP,tau_att,att_avg_over_t,0.0486555492230904,placebo_te
GP-CP-Extended,tau_att,att_avg_over_t,0.029751381827812,placebo_te
FE+AR,tau_att,att_mae_vs_zero,0.8389352055913343,placebo_te
GP-CP,tau_att,att_mae_vs_zero,0.0486555492230904,placebo_te
GP-CP-Extended,tau_att,att_mae_vs_zero,0.029751381827812,placebo_te
FE+AR,tau_att,att_rmse_vs_zero,0.8389352055913343,placebo_te
GP-CP,tau_att,att_rmse_vs_zero,0.0486555492230904,placebo_te
GP-CP-Extended,tau_att,att_rmse_vs_zero,0.029751381827812,placebo_te
FE+AR,tau_att,att_coverage_vs_zero,0.0,placebo_te
GP-CP,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP-Extended,tau_att,att_coverage_vs_zero,1.0,placebo_te
FE+AR,tau_att,att_ci_width_avg_over_t,0.6498619602712461,placebo_te
GP-CP,tau_att,att_ci_width_avg_over_t,0.5358310851562351,placebo_te
GP-CP-Extended,tau_att,att_ci_width_avg_over_t,0.8894817063147938,placebo_te
