model,effect_type,metric,value,task
FE+AR,gamma,RMSE,,fit
FE+AR,gamma,Coverage,,fit
GP-CP,gamma,Bias,,fit
GP-CP,gamma,RMSE,,fit
GP-CP,gamma,Coverage,,fit
FE+AR,beta,MAE,0.785345099252902,extrapolation
FE+AR,beta,MAPE,307.88308946081963,extrapolation
FE+AR,beta,RMSE,0.9197439638733084,extrapolation
FE+AR,beta,Coverage,1.0,extrapolation
FE+AR,beta,CI_Width,3.351152899008378,extrapolation
GP-CP,beta,MAE,0.6749139384248743,extrapolation
GP-CP,beta,MAPE,199.35637684569625,extrapolation
GP-CP,beta,RMSE,0.8131830171203344,extrapolation
GP-CP,beta,Coverage,0.8666666666666667,extrapolation
GP-CP,beta,CI_Width,2.8149345566134127,extrapolation
GP-CP-Extended,beta,MAE,0.7253530904392124,extrapolation
GP-CP-Extended,beta,MAPE,221.90681256411477,extrapolation
GP-CP-Extended,beta,RMSE,0.8554374257965609,extrapolation
GP-CP-Extended,beta,Coverage,0.8666666666666667,extrapolation
GP-CP-Extended,beta,CI_Width,2.7321319625018634,extrapolation
FE+AR,y,Bias,-0.0009250318263326,extrapolation_y
FE+AR,y,MAE,1.0673313817774654,extrapolation_y
FE+AR,y,RMSE,1.3281047163438542,extrapolation_y
GP-CP,y,Bias,-0.0332653037154517,extrapolation_y
GP-CP,y,MAE,1.0018261735853726,extrapolation_y
GP-CP,y,RMSE,1.251040414666554,extrapolation_y
GP-CP-Extended,y,Bias,-0.0477942630801297,extrapolation_y
GP-CP-Extended,y,MAE,1.002517528635514,extrapolation_y
GP-CP-Extended,y,RMSE,1.244407214693278,extrapolation_y
FE+AR,tau_att,tau_mae_avg_over_cohorts,0.3252691971862724,placebo_te
GP-CP,tau_att,tau_mae_avg_over_cohorts,0.2521683725904344,placebo_te
GP-CP-Extended,tau_att,tau_mae_avg_over_cohorts,0.2540159023337276,placebo_te
FE+AR,tau_att,tau_rmse_avg_over_cohorts,0.3462084633457369,placebo_te
GP-CP,tau_att,tau_rmse_avg_over_cohorts,0.2829367893756778,placebo_te
GP-CP-Extended,tau_att,tau_rmse_avg_over_cohorts,0.2976365123871645,placebo_te
FE+AR,tau_att,tau_coverage_avg_over_cohorts,0.9933333333333334,placebo_te
GP-CP,tau_att,tau_coverage_avg_over_cohorts,0.9783333333333334,placebo_te
GP-CP-Extended,tau_att,tau_coverage_avg_over_cohorts,0.9875,placebo_te
FE+AR,tau_att,tau_ci_width_avg_over_cohorts,1.991948865204947,placebo_te
GP-CP,tau_att,tau_ci_width_avg_over_cohorts,1.4410907099051762,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_avg_over_cohorts,2.089580419979905,placebo_te
FE+AR,tau_att,tau_ci_width_std_over_cohorts,0.9648552516570528,placebo_te
GP-CP,tau_att,tau_ci_width_std_over_cohorts,0.8976595786825147,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_std_over_cohorts,1.4894987870932317,placebo_te
FE+AR,tau_att,att_avg_over_t,-0.0115495914952497,placebo_te
GP-CP,tau_att,att_avg_over_t,0.0218118555077889,placebo_te
GP-CP-Extended,tau_att,att_avg_over_t,0.0345172328493978,placebo_te
FE+AR,tau_att,att_mae_vs_zero,0.0115495914952497,placebo_te
GP-CP,tau_att,att_mae_vs_zero,0.0218118555077889,placebo_te
GP-CP-Extended,tau_att,att_mae_vs_zero,0.0345172328493978,placebo_te
FE+AR,tau_att,att_rmse_vs_zero,0.0115495914952497,placebo_te
GP-CP,tau_att,att_rmse_vs_zero,0.0218118555077889,placebo_te
GP-CP-Extended,tau_att,att_rmse_vs_zero,0.0345172328493978,placebo_te
FE+AR,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP-Extended,tau_att,att_coverage_vs_zero,1.0,placebo_te
FE+AR,tau_att,att_ci_width_avg_over_t,0.7952945745958627,placebo_te
GP-CP,tau_att,att_ci_width_avg_over_t,0.6534494741576351,placebo_te
GP-CP-Extended,tau_att,att_ci_width_avg_over_t,1.0232251816505855,placebo_te
