model,effect_type,metric,value,task
GP-CP,beta,RMSE,0.984216718285336,extrapolation
GP-CP,beta,Coverage,0.9333333333333332,extrapolation
GP-CP,beta,CI_Width,3.3004252859580645,extrapolation
GP-CP-Extended,beta,MAE,0.7278025237372419,extrapolation
GP-CP-Extended,beta,MAPE,208.2529797846659,extrapolation
GP-CP-Extended,beta,RMSE,0.8923137199604553,extrapolation
GP-CP-Extended,beta,Coverage,0.9333333333333332,extrapolation
GP-CP-Extended,beta,CI_Width,3.105929608668997,extrapolation
FE+AR,y,Bias,0.4956688118453982,extrapolation_y
FE+AR,y,MAE,1.1763904143031554,extrapolation_y
FE+AR,y,RMSE,1.4449365849824567,extrapolation_y
GP-CP,y,Bias,-0.0166352995469859,extrapolation_y
GP-CP,y,MAE,1.1962229441504737,extrapolation_y
GP-CP,y,RMSE,1.4191495247573966,extrapolation_y
GP-CP-Extended,y,Bias,-0.0247839110475797,extrapolation_y
GP-CP-Extended,y,MAE,1.1142450612669237,extrapolation_y
GP-CP-Extended,y,RMSE,1.355469384237587,extrapolation_y
FE+AR,tau_att,tau_mae_avg_over_cohorts,0.3278942543028325,placebo_te
GP-CP,tau_att,tau_mae_avg_over_cohorts,0.2885993898565706,placebo_te
GP-CP-Extended,tau_att,tau_mae_avg_over_cohorts,0.278339691643614,placebo_te
FE+AR,tau_att,tau_rmse_avg_over_cohorts,0.3579324124056826,placebo_te
GP-CP,tau_att,tau_rmse_avg_over_cohorts,0.3026355007046737,placebo_te
GP-CP-Extended,tau_att,tau_rmse_avg_over_cohorts,0.3213923473178896,placebo_te
FE+AR,tau_att,tau_coverage_avg_over_cohorts,0.9525,placebo_te
GP-CP,tau_att,tau_coverage_avg_over_cohorts,0.9916666666666668,placebo_te
GP-CP-Extended,tau_att,tau_coverage_avg_over_cohorts,0.985,placebo_te
FE+AR,tau_att,tau_ci_width_avg_over_cohorts,1.8522052059608387,placebo_te
GP-CP,tau_att,tau_ci_width_avg_over_cohorts,1.5187470249398145,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_avg_over_cohorts,2.0364698826453504,placebo_te
FE+AR,tau_att,tau_ci_width_std_over_cohorts,0.95151126577741,placebo_te
GP-CP,tau_att,tau_ci_width_std_over_cohorts,1.133011233653011,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_std_over_cohorts,1.4878527535531785,placebo_te
FE+AR,tau_att,att_avg_over_t,-0.5022267077949538,placebo_te
GP-CP,tau_att,att_avg_over_t,0.0158017009435412,placebo_te
GP-CP-Extended,tau_att,att_avg_over_t,0.0207383410347754,placebo_te
FE+AR,tau_att,att_mae_vs_zero,0.5022267077949538,placebo_te
GP-CP,tau_att,att_mae_vs_zero,0.0158017009435412,placebo_te
GP-CP-Extended,tau_att,att_mae_vs_zero,0.0207383410347754,placebo_te
FE+AR,tau_att,att_rmse_vs_zero,0.5022267077949538,placebo_te
GP-CP,tau_att,att_rmse_vs_zero,0.0158017009435412,placebo_te
GP-CP-Extended,tau_att,att_rmse_vs_zero,0.0207383410347754,placebo_te
FE+AR,tau_att,att_coverage_vs_zero,0.0,placebo_te
GP-CP,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP-Extended,tau_att,att_coverage_vs_zero,1.0,placebo_te
FE+AR,tau_att,att_ci_width_avg_over_t,0.7717756923906518,placebo_te
GP-CP,tau_att,att_ci_width_avg_over_t,0.7574397494303058,placebo_te
GP-CP-Extended,tau_att,att_ci_width_avg_over_t,1.0114049893085426,placebo_te
