model,effect_type,metric,value,task
GP-CP,beta,Coverage,0.9333333333333333,extrapolation
GP-CP,beta,CI_Width,1.1541087722888297,extrapolation
GP-CP-Extended,beta,MAE,0.33026994915242386,extrapolation
GP-CP-Extended,beta,MAPE,295.228925756968,extrapolation
GP-CP-Extended,beta,RMSE,0.3604250695909473,extrapolation
GP-CP-Extended,beta,Coverage,1.0,extrapolation
GP-CP-Extended,beta,CI_Width,1.0781322625910856,extrapolation
FE+AR,y,Bias,0.2214962745615598,extrapolation_y
FE+AR,y,MAE,2.9655958916191616,extrapolation_y
FE+AR,y,RMSE,3.4631094182546667,extrapolation_y
GP-CP,y,Bias,0.016040242628384174,extrapolation_y
GP-CP,y,MAE,2.9566229700035978,extrapolation_y
GP-CP,y,RMSE,3.4510279585880927,extrapolation_y
GP-CP-Extended,y,Bias,0.004997173193017374,extrapolation_y
GP-CP-Extended,y,MAE,0.3910885175159304,extrapolation_y
GP-CP-Extended,y,RMSE,0.4906964620457479,extrapolation_y
FE+AR,tau_att,tau_mae_avg_over_cohorts,0.7533803880301815,placebo_te
GP-CP,tau_att,tau_mae_avg_over_cohorts,0.744260592245471,placebo_te
GP-CP-Extended,tau_att,tau_mae_avg_over_cohorts,0.0886572144521249,placebo_te
FE+AR,tau_att,tau_rmse_avg_over_cohorts,0.8756550600110982,placebo_te
GP-CP,tau_att,tau_rmse_avg_over_cohorts,0.8575698929981271,placebo_te
GP-CP-Extended,tau_att,tau_rmse_avg_over_cohorts,0.09592795226125324,placebo_te
FE+AR,tau_att,tau_coverage_avg_over_cohorts,0.8758333333333334,placebo_te
GP-CP,tau_att,tau_coverage_avg_over_cohorts,0.4125,placebo_te
GP-CP-Extended,tau_att,tau_coverage_avg_over_cohorts,0.9883333333333333,placebo_te
FE+AR,tau_att,tau_ci_width_avg_over_cohorts,2.6095463275681667,placebo_te
GP-CP,tau_att,tau_ci_width_avg_over_cohorts,1.2651332482068858,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_avg_over_cohorts,0.5621797774411644,placebo_te
FE+AR,tau_att,tau_ci_width_std_over_cohorts,0.057799610698827955,placebo_te
GP-CP,tau_att,tau_ci_width_std_over_cohorts,0.1740156086894732,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_std_over_cohorts,0.3859070395386719,placebo_te
FE+AR,tau_att,att_avg_over_t,-0.22014122221204888,placebo_te
GP-CP,tau_att,att_avg_over_t,-0.0019190611108044135,placebo_te
GP-CP-Extended,tau_att,att_avg_over_t,-0.00046642016423480793,placebo_te
FE+AR,tau_att,att_mae_vs_zero,0.22014122221204888,placebo_te
GP-CP,tau_att,att_mae_vs_zero,0.0019190611108044135,placebo_te
GP-CP-Extended,tau_att,att_mae_vs_zero,0.00046642016423480793,placebo_te
FE+AR,tau_att,att_rmse_vs_zero,0.22014122221204888,placebo_te
GP-CP,tau_att,att_rmse_vs_zero,0.0019190611108044135,placebo_te
GP-CP-Extended,tau_att,att_rmse_vs_zero,0.00046642016423480793,placebo_te
FE+AR,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP-Extended,tau_att,att_coverage_vs_zero,1.0,placebo_te
FE+AR,tau_att,att_ci_width_avg_over_t,0.5851344217839936,placebo_te
GP-CP,tau_att,att_ci_width_avg_over_t,0.34365116520055683,placebo_te
GP-CP-Extended,tau_att,att_ci_width_avg_over_t,0.26447680747486824,placebo_te
