         model effect_type                        metric         value            task
GP-CP-Extended        beta                      Coverage  8.666667e-01   extrapolation
GP-CP-Extended        beta                      CI_Width  1.091647e+00   extrapolation
         FE+AR           y                          Bias -7.718424e-02 extrapolation_y
         FE+AR           y                           MAE  3.562334e+00 extrapolation_y
         FE+AR           y                          RMSE  4.163367e+00 extrapolation_y
         GP-CP           y                          Bias -8.886225e-03 extrapolation_y
         GP-CP           y                           MAE  3.564395e+00 extrapolation_y
         GP-CP           y                          RMSE  4.147472e+00 extrapolation_y
GP-CP-Extended           y                          Bias  1.276206e-02 extrapolation_y
GP-CP-Extended           y                           MAE  4.358101e-01 extrapolation_y
GP-CP-Extended           y                          RMSE  5.547999e-01 extrapolation_y
         FE+AR     tau_att      tau_mae_avg_over_cohorts  8.985623e-01      placebo_te
         GP-CP     tau_att      tau_mae_avg_over_cohorts  8.713528e-01      placebo_te
GP-CP-Extended     tau_att      tau_mae_avg_over_cohorts  9.224841e-02      placebo_te
         FE+AR     tau_att     tau_rmse_avg_over_cohorts  1.041944e+00      placebo_te
         GP-CP     tau_att     tau_rmse_avg_over_cohorts  1.009522e+00      placebo_te
GP-CP-Extended     tau_att     tau_rmse_avg_over_cohorts  1.062090e-01      placebo_te
         FE+AR     tau_att tau_coverage_avg_over_cohorts  8.750000e-01      placebo_te
         GP-CP     tau_att tau_coverage_avg_over_cohorts  3.916667e-01      placebo_te
GP-CP-Extended     tau_att tau_coverage_avg_over_cohorts  1.000000e+00      placebo_te
         FE+AR     tau_att tau_ci_width_avg_over_cohorts  3.115135e+00      placebo_te
         GP-CP     tau_att tau_ci_width_avg_over_cohorts  1.380586e+00      placebo_te
GP-CP-Extended     tau_att tau_ci_width_avg_over_cohorts  4.934964e+00      placebo_te
         FE+AR     tau_att tau_ci_width_std_over_cohorts  8.257907e-02      placebo_te
         GP-CP     tau_att tau_ci_width_std_over_cohorts  1.261898e-01      placebo_te
GP-CP-Extended     tau_att tau_ci_width_std_over_cohorts  6.267891e+00      placebo_te
         FE+AR     tau_att                att_avg_over_t  8.049017e-02      placebo_te
         GP-CP     tau_att                att_avg_over_t  2.108414e-02      placebo_te
GP-CP-Extended     tau_att                att_avg_over_t -7.962497e-03      placebo_te
         FE+AR     tau_att               att_mae_vs_zero  8.049017e-02      placebo_te
         GP-CP     tau_att               att_mae_vs_zero  2.108414e-02      placebo_te
GP-CP-Extended     tau_att               att_mae_vs_zero  7.962497e-03      placebo_te
         FE+AR     tau_att              att_rmse_vs_zero  8.049017e-02      placebo_te
         GP-CP     tau_att              att_rmse_vs_zero  2.108414e-02      placebo_te
GP-CP-Extended     tau_att              att_rmse_vs_zero  7.962497e-03      placebo_te
         FE+AR     tau_att          att_coverage_vs_zero  1.000000e+00      placebo_te
         GP-CP     tau_att          att_coverage_vs_zero  1.000000e+00      placebo_te
GP-CP-Extended     tau_att          att_coverage_vs_zero  1.000000e+00      placebo_te
         FE+AR     tau_att       att_ci_width_avg_over_t  6.676041e-01      placebo_te
         GP-CP     tau_att       att_ci_width_avg_over_t  3.530605e-01      placebo_te
GP-CP-Extended     tau_att       att_ci_width_avg_over_t  3.526046e+00      placebo_te
