         model effect_type                        metric         value            task
GP-CP-Extended     tau_att      tau_mae_avg_over_cohorts  8.357164e-02      placebo_te
         FE+AR     tau_att     tau_rmse_avg_over_cohorts  1.012840e+00      placebo_te
         GP-CP     tau_att     tau_rmse_avg_over_cohorts  9.646363e-01      placebo_te
GP-CP-Extended     tau_att     tau_rmse_avg_over_cohorts  9.560900e-02      placebo_te
         FE+AR     tau_att tau_coverage_avg_over_cohorts  8.675000e-01      placebo_te
         GP-CP     tau_att tau_coverage_avg_over_cohorts  4.091667e-01      placebo_te
GP-CP-Extended     tau_att tau_coverage_avg_over_cohorts  9.958333e-01      placebo_te
         FE+AR     tau_att tau_ci_width_avg_over_cohorts  2.948245e+00      placebo_te
         GP-CP     tau_att tau_ci_width_avg_over_cohorts  1.337976e+00      placebo_te
GP-CP-Extended     tau_att tau_ci_width_avg_over_cohorts  6.258655e-01      placebo_te
         FE+AR     tau_att tau_ci_width_std_over_cohorts  6.886519e-02      placebo_te
         GP-CP     tau_att tau_ci_width_std_over_cohorts  1.521622e-01      placebo_te
GP-CP-Extended     tau_att tau_ci_width_std_over_cohorts  3.938936e-01      placebo_te
         FE+AR     tau_att                att_avg_over_t -4.569920e-01      placebo_te
         GP-CP     tau_att                att_avg_over_t -3.186772e-02      placebo_te
GP-CP-Extended     tau_att                att_avg_over_t  4.419401e-03      placebo_te
         FE+AR     tau_att               att_mae_vs_zero  4.569920e-01      placebo_te
         GP-CP     tau_att               att_mae_vs_zero  3.186772e-02      placebo_te
GP-CP-Extended     tau_att               att_mae_vs_zero  4.419401e-03      placebo_te
         FE+AR     tau_att              att_rmse_vs_zero  4.569920e-01      placebo_te
         GP-CP     tau_att              att_rmse_vs_zero  3.186772e-02      placebo_te
GP-CP-Extended     tau_att              att_rmse_vs_zero  4.419401e-03      placebo_te
         FE+AR     tau_att          att_coverage_vs_zero  0.000000e+00      placebo_te
         GP-CP     tau_att          att_coverage_vs_zero  1.000000e+00      placebo_te
GP-CP-Extended     tau_att          att_coverage_vs_zero  1.000000e+00      placebo_te
         FE+AR     tau_att       att_ci_width_avg_over_t  6.399274e-01      placebo_te
         GP-CP     tau_att       att_ci_width_avg_over_t  3.516209e-01      placebo_te
GP-CP-Extended     tau_att       att_ci_width_avg_over_t  2.770599e-01      placebo_te
